,Exact classifier,classifier,parameters,dataset,baseline,precision_at_0.01,precision_at_0.02,precision_at_0.05,precision_at_0.1,precision_at_0.2,precision_at_0.3,precision_at_0.5,recall_at_0.01,recall_at_0.02,recall_at_0.05,recall_at_0.1,recall_at_0.2,recall_at_0.3,recall_at_0.5,AUC ROC
10,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 50, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8860759493670886,0.7487437185929648,0.5914786967418546,0.4273182957393484,0.3116123642439432,0.1933867735470942,0.0875,0.175,0.3725,0.59,0.8525,0.9325,0.965,0.925252922349012
11,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 50, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.9113924050632911,0.7638190954773869,0.5939849624060151,0.42606516290726815,0.3157894736842105,0.1933867735470942,0.09,0.18,0.38,0.5925,0.85,0.945,0.965,0.9283412190370163
12,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 100, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8987341772151899,0.7587939698492462,0.5989974937343359,0.4223057644110276,0.3141186299081036,0.1933867735470942,0.09,0.1775,0.3775,0.5975,0.8425,0.94,0.965,0.9282201502922349
13,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 100, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8734177215189873,0.7638190954773869,0.6090225563909775,0.42606516290726815,0.3132832080200501,0.19288577154308617,0.09,0.1725,0.38,0.6075,0.85,0.9375,0.9625,0.9288881157806848
14,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 100, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8860759493670886,0.7437185929648241,0.6090225563909775,0.4323308270676692,0.31244778613199664,0.1933867735470942,0.09,0.175,0.37,0.6075,0.8625,0.935,0.965,0.9309062760924018
15,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 200, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8987341772151899,0.7537688442211056,0.6140350877192983,0.424812030075188,0.31495405179615704,0.19288577154308617,0.0875,0.1775,0.375,0.6125,0.8475,0.9425,0.9625,0.9299784302811022
16,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 200, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8717948717948718,0.9113924050632911,0.7688442211055276,0.6090225563909775,0.4223057644110276,0.31495405179615704,0.19288577154308617,0.085,0.18,0.3825,0.6075,0.8425,0.9425,0.9625,0.9318779571388812
17,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.2, 'n_estimators': 200, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9487179487179487,0.9113924050632911,0.7587939698492462,0.606516290726817,0.4223057644110276,0.3116123642439432,0.1938877755511022,0.0925,0.18,0.3775,0.605,0.8425,0.9325,0.9675,0.9292554967993321
18,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 50, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8607594936708861,0.7587939698492462,0.5839598997493735,0.42857142857142855,0.31495405179615704,0.1933867735470942,0.09,0.17,0.3775,0.5825,0.855,0.9425,0.965,0.9259299332034511
19,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 50, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8717948717948718,0.8734177215189873,0.7437185929648241,0.5889724310776943,0.42606516290726815,0.3157894736842105,0.19438877755511022,0.085,0.1725,0.37,0.5875,0.85,0.945,0.97,0.927967227943223
20,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 50, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9487179487179487,0.8354430379746836,0.7487437185929648,0.5989974937343359,0.4273182957393484,0.3157894736842105,0.1938877755511022,0.0925,0.165,0.3725,0.5975,0.8525,0.945,0.9675,0.9301495964375174
21,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 100, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.8717948717948718,0.8860759493670886,0.7487437185929648,0.6140350877192983,0.42857142857142855,0.31495405179615704,0.19288577154308617,0.085,0.175,0.3725,0.6125,0.855,0.9425,0.9625,0.9283140829390482
22,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 100, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8734177215189873,0.7638190954773869,0.6090225563909775,0.4298245614035088,0.3157894736842105,0.19288577154308617,0.09,0.1725,0.38,0.6075,0.8575,0.945,0.9625,0.9305976899526858
23,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 100, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9487179487179487,0.8987341772151899,0.7537688442211056,0.6040100250626567,0.4298245614035088,0.3141186299081036,0.1933867735470942,0.0925,0.1775,0.375,0.6025,0.8575,0.94,0.965,0.9312517394934595
24,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 200, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8734177215189873,0.7587939698492462,0.6115288220551378,0.42355889724310775,0.31495405179615704,0.1933867735470942,0.0875,0.1725,0.3775,0.61,0.845,0.9425,0.965,0.9313049679933204
25,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 200, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8987341772151899,0.7688442211055276,0.6140350877192983,0.4223057644110276,0.3141186299081036,0.19438877755511022,0.0875,0.1775,0.3825,0.6125,0.8425,0.94,0.97,0.930915669357083
26,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.3333333333333333, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.3333333333333333, 'n_estimators': 200, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9743589743589743,0.8987341772151899,0.7537688442211056,0.5964912280701754,0.4273182957393484,0.31495405179615704,0.1938877755511022,0.095,0.1775,0.375,0.595,0.8525,0.9425,0.9675,0.9322223768438631
27,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 50, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8481012658227848,0.7386934673366834,0.5889724310776943,0.4298245614035088,0.31495405179615704,0.19288577154308617,0.0875,0.1675,0.3675,0.5875,0.8575,0.9425,0.9625,0.9255013220150293
28,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 50, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8717948717948718,0.8481012658227848,0.7386934673366834,0.6015037593984962,0.4348370927318296,0.3157894736842105,0.19438877755511022,0.085,0.1675,0.3675,0.6,0.8675,0.945,0.97,0.9284911633732256
29,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=50,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 50, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8987341772151899,0.7487437185929648,0.6140350877192983,0.43358395989974935,0.31495405179615704,0.19438877755511022,0.09,0.1775,0.3725,0.6125,0.865,0.9425,0.97,0.9290634567214029
30,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 100, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.8461538461538461,0.8860759493670886,0.7336683417085427,0.6015037593984962,0.42857142857142855,0.31495405179615704,0.19288577154308617,0.0825,0.175,0.365,0.6,0.855,0.9425,0.9625,0.9282417200111328
31,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 100, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.8974358974358975,0.8734177215189873,0.7638190954773869,0.6040100250626567,0.42857142857142855,0.31495405179615704,0.1938877755511022,0.0875,0.1725,0.38,0.6025,0.855,0.9425,0.9675,0.9302042165321459
32,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              presort='auto', random_state=None, subsample=0.2, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 100, 'subsample': 0.2}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8734177215189873,0.7587939698492462,0.606516290726817,0.424812030075188,0.31495405179615704,0.19488977955911824,0.09,0.1725,0.3775,0.605,0.8475,0.9425,0.9725,0.9319464931811856
33,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 200, 'subsample': 1.0}",train 2013 / test 2014,0.10017530678687704,0.9230769230769231,0.8734177215189873,0.7688442211055276,0.6090225563909775,0.42355889724310775,0.31495405179615704,0.1933867735470942,0.09,0.1725,0.3825,0.6075,0.845,0.9425,0.965,0.9315474533815753
34,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=1,
              max_features=0.5, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=200,
              presort='auto', random_state=None, subsample=0.5, verbose=0,
              warm_start=False)",Gradient boosting,"{'learning_rate': 0.1, 'max_depth': 1, 'max_features': 0.5, 'n_estimators': 200, 'subsample': 0.5}",train 2013 / test 2014,0.10017530678687704,0.9487179487179487,0.8734177215189873,0.7537688442211056,0.6190476190476191,0.4223057644110276,0.3141186299081036,0.1938877755511022,0.0925,0.1725,0.375,0.6175,0.8425,0.94,0.9675,0.9305260228221542
